"postcode","organisation_code","name","national_grouping","high_level_health_geography","address_line_1","address_line_2","address_line_3","address_line_4","address_line_5","open_date","close_date","null_1","organisation_sub_type_code","parent_organisation_code","null_2","null_3","contact_telephone_number","null_4","null_5","null_6","amended_record_indicator","null_7","gor_code","null_8","null_9","null_10","pcd2","dointr","doterm","oseast100m","osnrth100m","oscty","odslaua","oslaua","osward","usertype","osgrdind","ctry","oshlthau","rgn","oldha","nhser","ccg","psed","cened","edind","ward98","oa01","nhsrlo","hro","lsoa01","ur01ind","msoa01","cannet","scn","oshaprev","oldpct","oldhro","pcon","canreg","pct","oseast1m","osnrth1m","oa11","lsoa11","msoa11","calncv","stp","geom"
"PR2 6QW","RW5JG","GRANGE HORTICULTRAL CENTRE","Y62","Q84","PARK COMMUNITY GARDENS","RIBBLETON","","PRESTON","LANCASHIRE","20020401",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  6QW","200507",,"3573","4317","E10000017","323","E07000123","E05012206","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFP01","MBFP01","1","30UKFP","E00128331","Q84","Y51","E01025287","5","E02005261","N01","N51","Q13","5HD","Y42","E14000885","Y1701","5NG","357324","431720","E00128331","E01025287","E02005261","E56000018","E54000048","0101000020E6100000B6A061635E3105C00C8CEDA4D8E34A40"
"PR2 6RD","RW5PF","RIBBLETON MEDICAL CENTRE","Y62","Q84","243 RIBBLETON AVENUE","RIBBLETON","","PRESTON","LANCASHIRE","20131001",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  6RD","198001",,"3565","4313","E10000017","323","E07000123","E05012194","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFC11","MBFC11","1","30UKFC","E00128080","Q84","Y51","E01025236","5","E02005261","N01","N51","Q13","5HD","Y42","E14000885","Y1701","5NG","356536","431366","E00128080","E01025236","E02005261","E56000018","E54000048","0101000020E61000001CEADF41C14905C0AA330F406EE34A40"
"PR2 6UB","RW5FX","BROOKFIELD CLINIC","Y62","Q84","19 CROASDALE AVENUE","RIBBLETON","","PRESTON","LANCASHIRE","20161001",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  6UB","198001",,"3562","4319","E10000017","323","E07000123","E05012194","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFC06","MBFC06","1","30UKFC","E00128078","Q84","Y51","E01025237","5","E02005259","N01","N51","Q13","5HD","Y42","E14000885","Y1701","5NG","356274","431923","E00128078","E01025237","E02005259","E56000018","E54000048","0101000020E6100000B2E7E0FF0E5205C050E6B29011E44A40"
"PR2 6YB","RXN15","VINE HOUSE","Y62","Q84","CROMWELL ROAD","RIBBLETON","","PRESTON","LANCASHIRE","20050401",,,"","RXN",,,,,,,"0",,"B",,,,"PR2  6YB","198001",,"3560","4310","E10000017","323","E07000123","E05012194","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFR05","MBFR05","1","30UKFR","E00128343","Q84","Y51","E01025285","5","E02005261","N01","N51","Q13","5HD","Y42","E14000885","Y1701","5NG","356037","431093","E00128343","E01025285","E02005261","E56000018","E54000048","0101000020E61000000B4B51632E5905C091CDDD791CE34A40"
"PR2 7DS","RW5DY","INGOL HEALTH CENTRE","Y62","Q84","87 VILLAGE GREEN LANE","INGOL","","PRESTON","LANCASHIRE","20131001",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  7DS","198203",,"3510","4325","E10000017","323","E07000123","E05012201","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFJ02","MBFJ02","1","30UKFJ","E00128214","Q84","Y51","E01025264","5","E02005257","N01","N51","Q13","5HD","Y42","E14000885","Y1701","5NG","351023","432595","E00128214","E01025264","E02005257","E56000018","E54000048","0101000020E610000097D6399477F505C0A4F0EC1BC8E44A40"
"PR2 8DW","RXL69","PRESTON HEALTHPORT","Y62","Q84","VICARAGE LANE","FULWOOD","","PRESTON","LANCASHIRE","20080401",,,"","RXL",,,,,,,"0",,"B",,,,"PR2  8DW","200408",,"3536","4316","E10000017","323","E07000123","E05012199","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS11","MBFS11","1","30UKFS","E00128125","Q84","Y51","E01025243","5","E02005258","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353666","431669","E00128125","E01025243","E02005258","E56000018","E54000048","0101000020E6100000CBD8321A08A305C0BA84835ABFE34A40"
"PR2 8DW","RX7C1","CENTRAL STORES AND TRANSPORT LOGISTICS","Y62","Q83","VICARAGE LANE","FULWOOD","","PRESTON","LANCASHIRE","20060701",,,"","RX7",,,,,,,"0",,"B",,,,"PR2  8DW","200408",,"3536","4316","E10000017","323","E07000123","E05012199","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS11","MBFS11","1","30UKFS","E00128125","Q84","Y51","E01025243","5","E02005258","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353666","431669","E00128125","E01025243","E02005258","E56000018","E54000048","0101000020E6100000CBD8321A08A305C0BA84835ABFE34A40"
"PR2 8DW","RW5JJ","LANTERN CENTRE","Y62","Q84","VICARAGE LANE","","FULWOOD","PRESTON","LANCASHIRE","20020401",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  8DW","200408",,"3536","4316","E10000017","323","E07000123","E05012199","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS11","MBFS11","1","30UKFS","E00128125","Q84","Y51","E01025243","5","E02005258","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353666","431669","E00128125","E01025243","E02005258","E56000018","E54000048","0101000020E6100000CBD8321A08A305C0BA84835ABFE34A40"
"PR2 8DW","RW5JQ","PRESTON HEALTHPORT","Y62","Q84","VICARAGE LANE","FULWOOD","","PRESTON","LANCASHIRE","20070401",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  8DW","200408",,"3536","4316","E10000017","323","E07000123","E05012199","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS11","MBFS11","1","30UKFS","E00128125","Q84","Y51","E01025243","5","E02005258","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353666","431669","E00128125","E01025243","E02005258","E56000018","E54000048","0101000020E6100000CBD8321A08A305C0BA84835ABFE34A40"
"PR2 8DY","RW5JN","PRESTON BUSINESS CENTRE","Y62","Q84","WATLING STREET ROAD","FULWOOD","","PRESTON","LANCASHIRE","20060401",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  8DY","199501",,"3536","4315","E10000017","323","E07000123","E05012199","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS11","MBFS11","1","30UKFS","E00128125","Q84","Y51","E01025243","5","E02005258","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353667","431548","E00128125","E01025243","E02005258","E56000018","E54000048","0101000020E6100000114DDA97F6A205C0BF85F4B89BE34A40"
"PR2 8DY","RXN24","PRESTON NEURO REHABILITATION UNIT","Y62","Q84","SHAROE GREEN HOUSE","32A WATLING STREET ROAD","FULWOOD","PRESTON","LANCASHIRE","20090401",,,"","RXN",,,,,,,"0",,"B",,,,"PR2  8DY","199501",,"3536","4315","E10000017","323","E07000123","E05012199","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS11","MBFS11","1","30UKFS","E00128125","Q84","Y51","E01025243","5","E02005258","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353667","431548","E00128125","E01025243","E02005258","E56000018","E54000048","0101000020E6100000114DDA97F6A205C0BF85F4B89BE34A40"
"PR2 8DY","RXN23","SPECIALIST MOBILITY & REHABILITATION CENTRE","Y62","Q84","PRESTON BUSINESS CENTRE","WATLING STREET ROAD, FULWOOD","","PRESTON","LANCASHIRE","20090401",,,"","RXN",,,,,,,"0",,"B",,,,"PR2  8DY","199501",,"3536","4315","E10000017","323","E07000123","E05012199","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS11","MBFS11","1","30UKFS","E00128125","Q84","Y51","E01025243","5","E02005258","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353667","431548","E00128125","E01025243","E02005258","E56000018","E54000048","0101000020E6100000114DDA97F6A205C0BF85F4B89BE34A40"
"PR2 8JB","RXN29","FULWOOD AUDIOLOGY CLINIC","Y62","Q84","4 LYTHAM ROAD","FULWOOD","","PRESTON","LANCASHIRE","20170401",,,"","RXN",,,,,,,"0",,"B",,,,"PR2  8JB","199501",,"3532","4315","E10000017","323","E07000123","E05012200","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFD10","MBFD10","1","30UKFD","E00128113","Q84","Y51","E01025241","5","E02005258","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353271","431513","E00128113","E01025241","E02005258","E56000018","E54000048","0101000020E61000005C156D1742AF05C0475AB64090E34A40"
"PR2 8JB","RW5PG","FULWOOD CLINIC","Y62","Q84","4 LYTHAM ROAD","FULWOOD","","PRESTON","LANCASHIRE","20131001",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  8JB","199501",,"3532","4315","E10000017","323","E07000123","E05012200","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFD10","MBFD10","1","30UKFD","E00128113","Q84","Y51","E01025241","5","E02005258","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353271","431513","E00128113","E01025241","E02005258","E56000018","E54000048","0101000020E61000005C156D1742AF05C0475AB64090E34A40"
"PR2 8PS","RGDP1","BRENTWOOD HOUSE","Y63","Q72","15 VICTORIA ROAD","FULWOOD","","PRESTON","LANCASHIRE","20171001",,,"","RGD",,,,,,,"0",,"D",,,,"PR2  8PS","199906",,"3534","4314","E10000017","323","E07000123","E05005276","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFL15","MBFL15","1","30UKFL","E00128120","Q84","Y51","E01025243","5","E02005258","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353486","431460","E00128120","E01025243","E02005258","E56000018","E54000048","0101000020E61000005BA4B5858FA805C01006DC4681E34A40"
"PR2 9HT","RXN28","RENAL UNIT, RPH","Y62","Q84","ROYAL PRESTON HOSPITAL","SHAROE GREEN LANE","FULWOOD","PRESTON","LANCASHIRE","20161001",,,"X","RXN",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9HT","RXLA7","SEXUAL HEALTH SERVICES - ROYAL PRESTON HOSPITAL","Y62","Q84","ROYAL PRESTON HOSPITAL","SHAROE GREEN LANE","FULWOOD","PRESTON","LANCASHIRE","20160401",,,"X","RXL",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9HT","RXL0A","PRESTON SEXUAL HEALTH SERVICES","Y62","Q84","ROYAL PRESTON HOSPITAL","SHAROE GREEN LANE","FULWOOD","PRESTON","LANCASHIRE","20180401",,,"X","RXL",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9HT","RW5EE","ROYAL PRESTON HOSPITAL","Y62","Q84","SHAROE GREEN LANE","FULWOOD","","PRESTON","LANCASHIRE","20021001",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9HT","RW5EA","AVONDALE UNIT","Y62","Q84","ROYAL PRESTON HOSPITAL","SHAROE GREEN LANE","FULWOOD","PRESTON","LANCASHIRE","20020401",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9HT","RW5QQ","ARKWRIGHT UNIT","Y62","Q84","ROYAL PRESTON HOSPITAL","SHAROE GREEN LANE","FULWOOD","PRESTON","LANCASHIRE","20180401",,,"X","RW5",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9HT","RXL41","ROYAL PRESTON HOSPITAL","Y62","Q84","SHAROE GREEN LANE","FULWOOD","","PRESTON","LANCASHIRE","20050401",,,"","RXL",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9HT","RXN25","OPHTHALMOLOGY COMMUNITY CLINIC","Y62","Q84","ROYAL PRESTON HOSPITAL","SHAROE GREEN LANE","FULWOOD","PRESTON","LANCASHIRE","20100401",,,"X","RXN",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9HT","R0A87","ROYAL PRESTON HOSPITAL","Y62","Q83","SHAROE GREEN LANE","FULWOOD","","PRESTON","LANCASHIRE","20181001",,,"","R0A",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9HT","RW503","ARKWRIGHT UNIT","Y54","Q84","ROYAL PRESTON HOSPITAL","SHAROE GREEN LANE","FULWOOD","PRESTON","LANCASHIRE","20180401","20180425",,"X","RW5",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9HT","RXN02","ROYAL PRESTON HOSPITAL","Y62","Q84","SHAROE GREEN LANE NORTH","FULWOOD","","PRESTON","LANCASHIRE","20020801",,,"","RXN",,,,,,,"0",,"B",,,,"PR2  9HT","199501",,"3535","4330","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS07","MBFS07","1","30UKFS","E00128429","Q84","Y51","E01025300","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353532","433031","E00128429","E01025300","E02005256","E56000018","E54000048","0101000020E6100000919ABE079EA705C0F2D46E1050E54A40"
"PR2 9NX","RW5FI","MEADOWFIELD HOUSE","Y62","Q84","MEADOWFIELD","FULWOOD","","PRESTON","","20190401",,,"","RW5",,,,,,,"1",,"B",,,,"PR2  9NX","200207",,"3536","4335","E10000017","323","E07000123","E05012199","0","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFS02","MBFS02","1","30UKFS","E00128409","Q84","Y51","E01025302","5","E02005255","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","353696","433561","E00128409","E01025302","E02005255","E56000018","E54000048","0101000020E610000054EEA1CFAEA205C06F3874A0ECE54A40"
"PR2 9ZZ","RW502","PCSS PRIMARY CARE SUPPORT SERVICES","Y62","Q84","3 CAXTON ROAD","FULWOOD","","PRESTON","LANCASHIRE","20150401",,,"","RW5",,,,,,,"0",,"B",,,,"PR2  9ZZ","199501",,"3546","4336","E10000017","323","E07000123","E05012199","1","1","E92000001","Q31","E12000002","QCY","Y62","01E","30UKFT04","MBFT04","1","30UKFT","E00128415","Q84","Y51","E01025303","5","E02005256","N01","N51","Q13","5HD","Y42","E14001057","Y1701","5NG","354646","433614","E00128415","E01025303","E02005256","E56000018","E54000048","0101000020E61000007C2529212A8505C095FCBEFBFEE54A40"
"PR25 1HR","RW5DC","WESTFIELDS MENTAL HEALTH RESOURCE CENTRE","Y62","Q84","WEST PADDOCK","","","LEYLAND","LANCASHIRE","20020801",,,"","RW5",,,,,,,"0",,"B",,,,"PR25 1HR","200106",,"3532","4217","E10000017","323","E07000126","E05010234","0","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UNFM05","MEFM05","1","30UNFM","E00129146","Q84","Y51","E01025446","5","E02005301","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","353256","421700","E00129146","E01025446","E02005301","E56000018","E54000048","0101000020E6100000D3706CE2ADAC05C07D06214D46D84A40"
"PR25 1NB","RW5FO","BROADFIELD HOUSE","Y62","Q84","BROADFIELD WALK","","","LEYLAND","","20190401",,,"","RW5",,,,,,,"1",,"B",,,,"PR25 1NB","200509",,"3534","4220","E10000017","323","E07000126","E05010217","0","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UNFM05","MEFM05","1","30UNFM","E00129145","Q84","Y51","E01025446","5","E02005301","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","353441","422032","E00129145","E01025446","E02005301","E56000018","E54000048","0101000020E6100000EC3287730BA705C0E006369EA8D84A40"
"PR25 2TN","RW5RM","LEYLAND CLINIC","Y62","Q84","YEWLANDS DRIVE","","","LEYLAND","LANCASHIRE","20111001",,,"","RW5",,,,,,,"0",,"B",,,,"PR25 2TN","200106",,"3540","4223","E10000017","323","E07000126","E05010217","0","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UNFM02","MEFM02","1","30UNFM","E00129019","Q84","Y51","E01025422","5","E02005299","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","354012","422340","E00129019","E01025422","E02005299","E56000018","E54000048","0101000020E6100000BCD18E366E9505C051E15BFC04D94A40"
"PR25 3ED","RW5DJ","SHAWBROOK HOUSE","Y62","Q84","BALCARRES ROAD","","","LEYLAND","LANCASHIRE","20020401",,,"","RW5",,,,,,,"0",,"B",,,,"PR25 3ED","200106",,"3545","4221","E10000017","323","E07000126","E05010226","0","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UNFJ06","MEFJ06","1","30UNFJ","E00129064","Q84","Y51","E01025430","5","E02005302","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","354548","422127","E00129064","E01025430","E02005302","E56000018","E54000048","0101000020E6100000F7C9901FBE8405C0174060CCC7D84A40"
"PR25 3ED","RXN16","BROADOAKS","Y62","Q84","BALCARRES ROAD","","","LEYLAND","LANCASHIRE","20050401",,,"","RXN",,,,,,,"0",,"B",,,,"PR25 3ED","200106",,"3545","4221","E10000017","323","E07000126","E05010226","0","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UNFJ06","MEFJ06","1","30UNFJ","E00129064","Q84","Y51","E01025430","5","E02005302","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","354548","422127","E00129064","E01025430","E02005302","E56000018","E54000048","0101000020E6100000F7C9901FBE8405C0174060CCC7D84A40"
"PR25 3NP","RXVC6","DISCOVER SUBSTANCE MISUSE SERVICES LEYLAND","Y62","Q83","DISCOVER LEYLAND","7 GOLDEN HILL LANE","","LEYLAND","LANCASHIRE","20100401",,,"X","RXV",,,,,,,"0",,"B",,,,"PR25 3NP","200106",,"3545","4226","E10000017","323","E07000126","E05010232","0","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UNFJ03","MEFJ03","1","30UNFJ","E00129060","Q84","Y51","E01025431","5","E02005299","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","354500","422621","E00129060","E01025431","E02005299","E56000018","E54000048","0101000020E610000058905653618605C00DA5FF2459D94A40"
"PR25 4PA","RX7C7","LEYLAND AMBULANCE STATION","Y62","Q83","CROSS STREET","","","LEYLAND","LANCASHIRE","20060701",,,"","RX7",,,,,,,"0",,"B",,,,"PR25 4PA","200106",,"3548","4227","E10000017","323","E07000126","E05010232","0","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UNFK03","MEFK03","1","30UNFK","E00129069","Q84","Y51","E01025433","5","E02005299","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","354885","422770","E00129069","E01025433","E02005299","E56000018","E54000048","0101000020E6100000EFDD6DC17B7A05C03CE6561F86D94A40"
"PR26 6TR","RW5DE","CROSTON HOUSE","Y62","Q84","LANCASHIRE ENTERPRISE BUSINESS PARK","CENTURION WAY","","LEYLAND","LANCASHIRE","20020401",,,"","RW5",,,,,,,"0",,"B",,,,"PR26 6TR","200207",,"3542","4236","E10000017","323","E07000126","E05010223","0","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UNFE08","MEFE08","1","30UNFE","E00129005","Q84","Y51","E01025420","5","E02005298","N01","N51","Q13","5F2","Y42","E14000894","Y1701","5NG","354280","423694","E00129005","E01025420","E02005298","E56000018","E54000048","0101000020E61000004C322762878D05C0293B248394DA4A40"
"PR26 6TR","RW5JC","JUBILEE HOUSE","Y62","Q84","LANCASHIRE ENTERPRISE BUSINESS PARK","","","LEYLAND","LANCASHIRE","20060401",,,"","RW5",,,,,,,"0",,"B",,,,"PR26 6TR","200207",,"3542","4236","E10000017","323","E07000126","E05010223","0","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UNFE08","MEFE08","1","30UNFE","E00129005","Q84","Y51","E01025420","5","E02005298","N01","N51","Q13","5F2","Y42","E14000894","Y1701","5NG","354280","423694","E00129005","E01025420","E02005298","E56000018","E54000048","0101000020E61000004C322762878D05C0293B248394DA4A40"
"PR26 6TY","RW5FP","LEYLAND HOUSE","Y62","Q84","LANCASHIRE ENTERPRISE BUSINESS PARK","","","LEYLAND","LANCASHIRE","20161001",,,"","RW5",,,,,,,"0",,"B",,,,"PR26 6TY","200106",,"3541","4236","E10000017","323","E07000126","E05010223","0","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UNFE08","MEFE08","1","30UNFE","E00129005","Q84","Y51","E01025420","5","E02005298","N01","N51","Q13","5F2","Y42","E14000894","Y1701","5NG","354155","423655","E00129005","E01025420","E02005298","E56000018","E54000048","0101000020E6100000A70CD118659105C09D74ABAA88DA4A40"
"PR26 8LW","RXLC9","LANCASHIRE BOWEL SCREENING SERVICE - BRIDGEWATER W HEALTHCARE","Y62","Q84","ULNES WALTON LANE","","","LEYLAND","LANCASHIRE","20171001",,,"X","RXL",,,,,,,"0",,"B",,,,"PR26 8LW","200106",,"3505","4204","E10000017","323","E07000118","E05005182","1","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UEFU08","LWFU08","1","30UEFU","E00126768","Q84","Y51","E01024975","5","E02005195","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","350595","420473","E00170510","E01024975","E02005195","E56000018","E54000048","0101000020E6100000B7647E8ECBFE05C0C08CD2E8D4D64A40"
"PR26 8LW","RW5HL","HMP WYMOTT","Y62","Q84","ULNES WALTON LANE","","","LEYLAND","LANCASHIRE","20161001",,,"","RW5",,,,,,,"0",,"B",,,,"PR26 8LW","200106",,"3505","4204","E10000017","323","E07000118","E05005182","1","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UEFU08","LWFU08","1","30UEFU","E00126768","Q84","Y51","E01024975","5","E02005195","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","350595","420473","E00170510","E01024975","E02005195","E56000018","E54000048","0101000020E6100000B7647E8ECBFE05C0C08CD2E8D4D64A40"
"PR26 8LW","RW5TT","HEALTHCARE CLINIC W","Y62","Q84","ULNES WALTON LANE","","","LEYLAND","LANCASHIRE","20141001",,,"X","RW5",,,,,,,"0",,"B",,,,"PR26 8LW","200106",,"3505","4204","E10000017","323","E07000118","E05005182","1","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UEFU08","LWFU08","1","30UEFU","E00126768","Q84","Y51","E01024975","5","E02005195","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","350595","420473","E00170510","E01024975","E02005195","E56000018","E54000048","0101000020E6100000B7647E8ECBFE05C0C08CD2E8D4D64A40"
"PR26 8NE","RW5TN","HEALTHCARE CLINIC G","Y62","Q84","ULNES WALTON LANE","","","LEYLAND","LANCASHIRE","20141001",,,"X","RW5",,,,,,,"0",,"B",,,,"PR26 8NE","200106",,"3500","4207","E10000017","323","E07000118","E05005182","1","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UEFU08","LWFU08","1","30UEFU","E00126768","Q84","Y51","E01024975","5","E02005195","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","350024","420732","E00170510","E01024975","E02005195","E56000018","E54000048","0101000020E610000083264024951006C0C2CBB6661FD74A40"
"PR26 8NE","RW5FV","HMP GARTH","Y62","Q84","ULNES WALTON LANE","","","LEYLAND","LANCASHIRE","20161001",,,"","RW5",,,,,,,"0",,"B",,,,"PR26 8NE","200106",,"3500","4207","E10000017","323","E07000118","E05005182","1","1","E92000001","Q31","E12000002","QC1","Y62","00X","30UEFU08","LWFU08","1","30UEFU","E00126768","Q84","Y51","E01024975","5","E02005195","N01","N51","Q13","5F2","Y42","E14000943","Y1701","5NG","350024","420732","E00170510","E01024975","E02005195","E56000018","E54000048","0101000020E610000083264024951006C0C2CBB6661FD74A40"
